index,time,text
254,2020-11-09 02:53:07,@BBCTech For sure
255,2020-11-09 02:21:26,@MKBHD @Vyyyper Will be worth it
256,2020-11-09 02:17:31,@MKBHD Exactly
257,2020-11-09 02:16:15,@Model3Owners @MKBHD Sure
258,2020-11-09 02:13:16,"@MKBHD Actually, it’s still there https://t.co/2zLKc8Fc2d"
259,2020-11-09 01:55:55,@Ed_Spartan_117 @Tesla @NYKChannel Wait until you see what Cybertruck will do
260,2020-11-09 00:41:29,@MKBHD This is accidental. Will be back shortly.
261,2020-11-08 19:15:40,RT @Tesla: 20k Superchargers and counting https://t.co/urudyt9Eui
262,2020-11-08 15:59:23,@Erdayastronaut @RenataKonkoly @SpaceNews_Inc Am hoping to change booster design to land back on launch mount with… https://t.co/HpRGPtt6ru
263,2020-11-08 14:51:54,@Vasu42698392 @amyceskridge Chip has temp sensor &amp; automatically maintains safe temp
264,2020-11-08 14:49:39,@reganlovetesla @RenataKonkoly @SpaceNews_Inc Enough already on my plate &amp; Tesla’s. Maybe one day will do a prototy… https://t.co/tGPWEJ7WQA
265,2020-11-08 14:42:56,"@amyceskridge Neuralink won’t overclock the brain, it will transfer processing to the supercomputer extension of yo… https://t.co/NByBBFX0T2"
266,2020-11-08 14:29:30,@flcnhvy @PPathole @cleantechnica We rewrote all labeling software for 4D. Very different from labeling single phot… https://t.co/mLTBdsQuTy
267,2020-11-08 13:07:02,@PPathole @cleantechnica Version 1 is about a year away
268,2020-11-08 11:46:46,@RenataKonkoly @SpaceNews_Inc It would appear that their calculations were incorrect
269,2020-11-08 11:41:12,@SpaceNews_Inc China understands the profound importance of reusability. The era of expendable rockets will soon be over.
270,2020-11-08 11:10:49,@cleantechnica ♠️♠️ Tesla Autopilot/AI team ♠️♠️
271,2020-11-08 11:07:00,"@cleantechnica Good explanation. 4D is essential for dynamically occluded objects, especially in large intersection… https://t.co/ooJ9PqAyHj"
272,2020-11-07 20:35:18,RT @archillect: https://t.co/5U3fNqFhr1
273,2020-11-07 18:26:27,"The Phantom of the Opera 
Is here … inside your mind"
274,2020-11-06 23:41:32,@LinusTech @SpaceXStarlink @SpaceX 🇨🇦 😀
275,2020-11-06 15:32:21,@PPathole Just looking for problem-solvers who get things done with a high sense of urgency. Don’t care if or where they went to school.
276,2020-11-06 15:31:07,"When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them"
277,2020-11-06 10:36:02,"A New Banner is needed
Neither hard left nor right"
278,2020-11-06 10:23:34,@PPathole Another fine day in the simulation …
279,2020-11-06 10:22:31,"@Nereide Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other… https://t.co/cQo2rjLRBv"
280,2020-11-06 10:18:53,"@Nereide Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it to… https://t.co/6y42KMCPGk"
281,2020-11-06 06:10:41,420 is ten times better than 42
282,2020-11-06 05:55:31,🤗
283,2020-11-06 05:27:25,RT @SpaceX: Deployment of GPS III-4 confirmed https://t.co/fCFJRcWMti
284,2020-11-06 05:27:21,RT @SpaceX: Falcon 9’s first stage lands on the Of Course I Still Love You droneship https://t.co/hd0IBPX3T5
285,2020-11-06 05:27:10,RT @SpaceX: Liftoff! https://t.co/LI4O0TNmL8
286,2020-11-05 22:39:34,@LinusTech @SpaceXStarlink @SpaceX Awaiting approval from Canadian authorities
287,2020-11-05 09:31:58,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.
288,2020-11-05 07:59:44,@Chad_Hurley @realDonaldTrump @kanyewest Stop being a chad
289,2020-11-05 07:59:11,@Chad_Hurley @realDonaldTrump @kanyewest Uh … Chad wtf
290,2020-11-04 13:26:33,"@TechAmazing Einstein was great, but did not succeed at engineering (and he tried)"
291,2020-11-03 18:19:08,"@jtrevorchapman Yeah, that will be relatively easy, as so few users out in the ocean"
292,2020-11-03 15:10:08,"@ICannot_Enough @ZainRaz4 @vincent13031925 @JonErlichman Yes, although I didn’t expect the stock to rise so much so… https://t.co/TMW6phbef0"
293,2020-11-03 15:03:24,"@FutureJurvetson @PPathole Super appreciate your support, Steve! That convertible loan gave us 6 months of runway.… https://t.co/eJ7iOVx2W4"
294,2020-11-03 14:59:17,@ZainRaz4 @vincent13031925 @JonErlichman Closest we got was about a month. The Model 3 ramp was extreme stress &amp; pa… https://t.co/WuHekj0HIo
295,2020-11-03 14:53:45,"@vincent13031925 @JonErlichman I put in my last money, even though I thought we would still fail. But, it was eithe… https://t.co/9bGKEz9d8a"
296,2020-11-03 14:46:26,"@JonErlichman That funding round completed 6pm on Christmas Eve in 2008. Last hour of last day possible, as investo… https://t.co/UmfGjnkoxm"
297,2020-11-03 01:10:20,@josh_bickett @PPathole Yes
298,2020-11-03 01:05:28,"@PPathole Lowering Starlink terminal cost, which may sound rather pedestrian, is actually our most difficult technical challenge"
299,2020-11-03 01:02:59,"@itshamzahkhan As soon as we get regulatory approval. Hopefully, around middle of next year."
300,2020-11-03 01:01:50,"@thesheetztweetz Right now, it takes about 5 mins to set up, but, with future improvements, probably less than 3 mi… https://t.co/8EhBQC3FA0"
301,2020-11-02 20:26:20,@kjell_arne @flcnhvy Canada and Norway are next after we get US out of early beta!
302,2020-11-02 20:24:19,@enn_nafnlaus @flcnhvy Didn’t realize that was possible. No problem if there’s a way get current design Cybertruck approved in Europe!
303,2020-11-02 20:21:28,"@flcnhvy As soon as we get country approval. This is required for each country individually, as no EU-wide approval… https://t.co/8ZBt9qJD9H"
304,2020-11-02 19:39:37,"@jason_rassett Lower latitude states need more satellites in position, so probably January"
305,2020-11-02 19:36:28,Several thousand more Starlink beta participation invitations going out this week
306,2020-11-02 19:32:19,@LouisWFerreira New design is better with many minor tweaks. Even the small details matter.
307,2020-11-02 19:29:20,@engineers_feed Haha
308,2020-11-02 15:39:45,Very close to actual expected flight! https://t.co/ruEdIPhTil
309,2020-11-02 14:18:19,"@Nigel_Lockyer I could not be more excited about the new supercollider! That said, while it is considerably larger,… https://t.co/s3typirk4U"
310,2020-11-01 22:27:09,@WholeMarsBlog @steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn… https://t.co/pqsjZOPAj5
311,2020-11-01 22:21:34,@steezyysosa @AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average… https://t.co/oZAzv1iGXa
312,2020-11-01 22:20:01,@AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average @EliBurton_ Tesla Tex… https://t.co/g2INiRy9ES
313,2020-11-01 22:06:29,@kyzcralotSxaM Yes
314,2020-11-01 21:05:06,Penguin Random House 😴 should change the name to Random Penguin🔥
315,2020-11-01 20:57:18,"@austinbarnard45 Sure, although it might be quite a short livestream! Lot can go wrong, but we’ll provide video, wa… https://t.co/JmOJn9HhxS"
316,2020-11-01 20:48:13,@FNarolles @TGMetsFan98 This is what matters most
317,2020-11-01 02:02:17,@Erdayastronaut @KlotzAdam @NASASpaceflight We’ve tested a sub-scale version in a wind tunnel with active aero clos… https://t.co/M8xZLZVSAq
318,2020-11-01 01:54:45,@flcnhvy @RGVaerialphotos https://t.co/HEz9otgJJH
319,2020-10-31 23:34:19,@RGVaerialphotos Lord of the …
320,2020-10-31 22:09:40,"@TGMetsFan98 @KlotzAdam @NASASpaceflight @Erdayastronaut Yeah. Although, if it fails right at the end, some landing… https://t.co/daQDIIWB9x"
321,2020-10-31 22:04:30,@flcnhvy @NASASpaceflight @Erdayastronaut Minor
322,2020-10-31 22:03:59,"@KlotzAdam @NASASpaceflight @Erdayastronaut Understanding exactly how the body flaps control pitch, yaw &amp; roll duri… https://t.co/79jvi22N2R"
323,2020-10-31 22:00:41,"@NASASpaceflight @Erdayastronaut But, a RUD right off launch pad is also possible. Fortunately, SN9 is almost ready."
324,2020-10-31 21:59:44,"@NASASpaceflight @Erdayastronaut Stable, controlled descent with body flaps would be great. Transferring propellant… https://t.co/vPIIPpDV02"
325,2020-10-31 07:10:51,@teslaownersSV @Kristennetten @TesLatino Every 5 to 10 days
326,2020-10-31 07:09:21,"@Kristennetten @teslaownersSV @TesLatino Faults will never be zero, but at some point the probability of a fault wi… https://t.co/INU2XAJD7u"
327,2020-10-31 07:03:27,@teslaownersSV @TesLatino We measure this primarily in intervention probability. This update addressed several issu… https://t.co/zyF8EFD6IH
328,2020-10-31 06:52:10,"@TesLatino Thanks to a great Autopilot/AI team working super hard! 

Doing “neural nets” without testing them again… https://t.co/mnN6S3srrE"
329,2020-10-31 06:43:02,@auchenberg Latency will improve significantly soon. Bandwidth too.
330,2020-10-31 06:31:50,@teslaownersSV This build should be noticeably better with interventions
331,2020-10-31 01:00:56,@RationalEtienne @teslaownersSV @toadmeister Yes
332,2020-10-31 00:42:25,"@teslaownersSV @toadmeister I’ve spent more than half my life in California &amp; love the state. But, frankly, I think… https://t.co/s5xouoedjT"
333,2020-10-31 00:35:31,@toadmeister And … Sweden is still right with zero deaths Oct 29 https://t.co/b0LyGOtobI
334,2020-10-31 00:30:05,"@TOCNewYorkState True. Also, fewer heart attacks, as way easier to pump blood in 37% gravity."
335,2020-10-31 00:28:12,"@MalekKhelifi24 @9inety6Prince @engineers_feed Now we’re talking. Also, Stephenson 2-18 is in the constellation Scrotum haha."
336,2020-10-30 22:47:41,@engineers_feed Small fry. The sun converts over 4 million tons of mass to energy every second.
337,2020-10-30 20:21:32,@WholeMarsBlog Accurate
338,2020-10-30 05:55:47,@ajtourville @EndelSound @Grimezsz https://t.co/2hx6tlA8F7
339,2020-10-30 03:05:46,@bluemoondance74 @SpacePadreIsle Some challenges with high winds. Looks like Sunday for static fire.
340,2020-10-30 02:46:57,@SpacePadreIsle Great shot!
341,2020-10-29 23:41:21,@EndelSound @Grimezsz Future AI will appreciate this
342,2020-10-29 18:41:35,@Teslarati Truth is stranger than fiction
343,2020-10-29 18:39:20,@waitbutwhy 😉
344,2020-10-29 04:53:16,@universal_sci Urf is so smōl
345,2020-10-29 04:48:28,@homantse28 For a long time
346,2020-10-29 04:45:51,"Truth be told, I’ve eaten at JitB many times over the years, even the teriyaki bowl"
347,2020-10-29 04:40:07,Might buy a Jack in the Box footstool
348,2020-10-29 01:11:44,"@skorusARK Approximately, log(rate)"
349,2020-10-29 01:01:43,"@challengerST Same bot, just change setting to “combat”"
350,2020-10-29 01:00:44,"@SamTalksTesla Well, being a phased array antenna, it is actually rather flat!"
351,2020-10-29 00:11:03,Tesla should make 🔥 catgirl robots?
352,2020-10-28 18:04:47,@MachinePix Little crane: “Am I just a toy to you!?”
353,2020-10-28 03:13:00,@coffeemaestro_ 🤣🤣
354,2020-10-28 03:08:02,"Come here … no, come, here 👇"
355,2020-10-28 03:02:07,"Wow, this mayo sure is salty!"
356,2020-10-28 03:00:52,@PPathole @pcgamer Max Payne was great on many levels. Silent Hill good too.
357,2020-10-28 02:18:17,Jack in the Box should do double duty as a sperm donor clinic — name is 👌
358,2020-10-28 00:19:44,@TheWPMontgomery @pcgamer One of the best games ever
359,2020-10-28 00:18:06,@ThatDudeShannon @pcgamer FEAR 1 with modern graphics &amp; sound would rock
360,2020-10-28 00:16:43,@1matthewgarcia @pcgamer Ok :)
361,2020-10-28 00:09:03,@ZZCOOL @pcgamer All games in this thread are far scarier &amp; more creatively so than any horror movie
362,2020-10-28 00:05:57,@pcgamer FEAR 2 is best imo. Also Dead Space 2. They will haunt your dreams.
363,2020-10-27 23:39:31,@rakyll https://t.co/p1aGokwQpV
364,2020-10-27 22:50:08,"@jgrano305 @flcnhvy To the best of my knowledge, literally zero equipment was usable without major repairs or upgra… https://t.co/VrWvoP79qD"
365,2020-10-27 22:43:55,@flcnhvy All that was left were broken bots &amp; equipment hardly worth the scrap metal value. But we scrounged up spa… https://t.co/yWQqaSrBt8
366,2020-10-27 22:38:11,@flcnhvy And there were actually zero employees in the factory after GM/Toyota left. They took all good equipment &amp;… https://t.co/C7dfuasTPm
367,2020-10-27 22:33:21,@ajtourville Bettern nothin or ur 💰 back!
368,2020-10-27 07:03:44,@WholeMarsBlog 💫 🛰
369,2020-10-27 03:06:30,@HyperChangeTV Tesla team has done great work!
370,2020-10-26 23:19:16,"@HyperChangeTV Well, tbh, our capex efficiency in 2017 was trash 😬"
371,2020-10-26 04:13:50,@westcoastbill Testing for covid is a license to print money
372,2020-10-25 23:39:41,"@arctechinc @Tesla Yes, very helpful. Thanks all beta testers!"
373,2020-10-25 23:02:15,@Erdayastronaut Video training &amp; inference is essential for excellent autonomy
374,2020-10-25 01:48:59,"@engineers_feed Sigh … there should be a new supersonic jet, this time electric"
375,2020-10-25 01:26:56,@WorldAndScience Critical to humanity’s future
376,2020-10-24 22:46:56,Congratulations SpaceX Team! https://t.co/nO1Z98a94f
377,2020-10-24 09:46:52,@TesLatino Mine is a few days ahead
378,2020-10-24 05:30:19,"@EliBurton_ @teslaownersSV Sure, it could be an option in settings"
379,2020-10-24 05:28:09,@teslaownersSV Visualization will tone down significantly for production. These are intentionally strident colors.
380,2020-10-23 21:01:14,@Erdayastronaut @tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ Sure
381,2020-10-23 20:33:37,"@Erdayastronaut @tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ I’m in Boca every week, so maybe we could talk th… https://t.co/Vb4WD40bsC"
382,2020-10-23 19:55:22,@tobyliiiiiiiiii @austinbarnard45 @SuperclusterHQ Good point. Probably next week in form of a written piece on SpaceX website.
383,2020-10-23 19:51:20,@austinbarnard45 @SuperclusterHQ Great pics! That we now have the beginnings of a Starship production system is most meaningful.
384,2020-10-23 12:04:39,"@WholeMarsBlog Yup. With beta updates, there’ll be a lot of 2 steps fwd, 1 step back situations, but pace of improv… https://t.co/H2xcSVnGdO"
385,2020-10-23 11:59:33,@bart_sanders Working on it. Also needs to be able fart at other cars on command.
386,2020-10-23 00:54:02,@SpacePadreIsle Starship is coming together!
387,2020-10-22 22:00:02,Price change is pushed to Thursday next week. Applies only to US for now. One week clock will start in other countr… https://t.co/cjhTxCseLt
388,2020-10-22 21:53:54,@austinbarnard45 There will be a 360 deg glass Star Bar (name tbd) at top of high bay
389,2020-10-22 20:33:06,"@DMC_Ryan Well, we have said many times that the price will rise as the product functionality improves. How much ti… https://t.co/xMeMO5Nu0M"
390,2020-10-22 19:21:23,@StephenKing Agreed. Are these performance tires?
391,2020-10-22 16:23:06,"@SpaceX Just a small-seeming issue with loss of upper stage camera. Probably nothing serious, but standing down to… https://t.co/ZK1vR9xWZL"
392,2020-10-22 07:01:37,@flcnhvy Sure
393,2020-10-22 06:30:28,"Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday"
394,2020-10-22 06:11:30,@TeslaGong @PPathole @teslaownersSV @tesla_raj As soon as we complete testing &amp; regulators approve. So many differe… https://t.co/d4uoA1jnCX
395,2020-10-22 06:05:21,@PPathole @teslaownersSV @tesla_raj Yes
396,2020-10-22 04:59:16,@teslaownersSV @tesla_raj Haha
397,2020-10-22 00:40:52,@Teslarati Dependent on proving high safety
398,2020-10-21 23:33:40,@WholeMarsBlog Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle f… https://t.co/PcZpbD8JJ6
399,2020-10-21 23:26:22,"@Erdayastronaut Cold gas for now, hot later"
400,2020-10-21 20:16:21,"@Rubix161 I mean, ya gotta have a tiki bar …"
401,2020-10-21 20:13:20,"Starship nosecone, high bay &amp; tiki bar https://t.co/9qXYxMMIUj"
402,2020-10-21 18:08:43,@IEEEorg …
403,2020-10-21 02:55:44,@Erdayastronaut After it gets to orbit a few times
404,2020-10-21 02:37:56,@Erdayastronaut Got a little melty tbh :)
405,2020-10-21 01:33:50,"@Erdayastronaut Those engines could go 300 bar, but would be dicey. Pushing it for near-term tests doesn’t achieve… https://t.co/pULPf49me1"
406,2020-10-21 00:21:30,@Erdayastronaut Raptor has now run for 90 secs at 300 bar chamber pressure before encountering issues. 210 mT-F sea… https://t.co/Rg2eRWhZnT
407,2020-10-20 22:19:31,"FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should."
408,2020-10-20 22:17:05,Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.
409,2020-10-19 04:05:54,@PPathole @toadmeister Yes. We also have to consider population life-months lost from lockdowns &amp; other restriction… https://t.co/0Ct2sVAngy
410,2020-10-19 00:32:08,@toadmeister Sweden at zero deaths Oct 15 https://t.co/Gy9a20uMmX
411,2020-10-18 22:43:53,@JoshTownsend_96 Yes
412,2020-10-17 19:07:39,"@juanjacobs @jwangARK Firmware is probably a slightly more accurate description, but yes"
413,2020-10-17 06:20:21,"RT @Tesla: There's no place like home..especially if it has a Solar Roof.

This Kansas ranch got theirs installed in 4 days."
414,2020-10-17 02:12:02,"@PPathole @flyerandyp @mojosusan Mobi-C has too much mobility, fusion has too little. We need Mobi-D haha."
415,2020-10-17 02:06:30,"@flyerandyp @mojosusan Actually, it’s my neck … https://t.co/2vCoAxsrV3"
416,2020-10-17 01:20:43,"@flyerandyp @mojosusan Maybe I can be helpful. Had Mobi-C disc put in at C5-C6, however 1st surgery failed to remov… https://t.co/Czykfyo0IX"
417,2020-10-17 01:12:59,@jwangARK Pretty accurate. It’s not so much DNA sequencing as it is using synthetic DNA/RNA to fix bugs in our code… https://t.co/y6GcySVGhM
418,2020-10-16 21:23:32,@SamTalksTesla London to Beijing would be cool
419,2020-10-16 21:22:43,"@SamTalksTesla Wow, that would be quite a trip!"
420,2020-10-16 18:46:42,@CiNoTpyrC That’s my kid haha
421,2020-10-16 17:30:45,møtør trèndé https://t.co/V0yo4JKbS2
422,2020-10-16 09:00:43,@TechAmazing Looks like snoopy
423,2020-10-16 07:45:31,@Tesmanian_com Current production is slightly better
424,2020-10-16 07:44:38,@bamtheteslaman1 @cleantechnica Doesn’t seem to be any life in this solar system. Maybe under the ice of Europa or… https://t.co/izk0v9Gi47
425,2020-10-16 07:35:06,"RT @Tesmanian_com: Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report

https://t.co/7C0V16WT6Y"
426,2020-10-16 07:13:28,@cleantechnica Very creative
427,2020-10-16 06:28:04,@flcnhvy That free fusion reactor in the sky conveniently converts ~4 million tons of mass into energy every second… https://t.co/3R0oWMReuP
428,2020-10-15 20:23:42,@Kristennetten @teslaownersSV You never know
429,2020-10-15 07:53:13,@PPathole After
430,2020-10-14 23:17:27,@Xbox 😢
431,2020-10-14 22:59:14,"@WhatsupFranks @kimpaquette Also, system should autodelete old data automatically by default"
432,2020-10-14 20:06:49,@UniverCurious Table in tension
433,2020-10-14 19:06:10,@kimpaquette Yes
434,2020-10-14 19:03:52,"@teslaownersSV Starting production on 7 seater next month, initial deliveries early December"
435,2020-10-14 19:01:19,"The gauntlet has been thrown down! 

The prophecy will be fulfilled. 

Model S price changes to $69,420 tonight!"
436,2020-10-14 18:14:43,@Neopork85 @SpaceX @NASASpaceflight @austinbarnard45 @whoisheartbreak @Erdayastronaut @FelixSchlang… https://t.co/2Z5mRScc4G
437,2020-10-14 18:08:13,@gem8mingen @Tesla Congratulations!
438,2020-10-14 17:43:13,@Teslarati Making progress
439,2020-10-14 09:28:14,9 meter or roughly 30 ft diameter
440,2020-10-14 09:24:55,Will be less roomy with 3 vacuum rocket engines added https://t.co/pKtDFdiZYC
441,2020-10-14 08:58:01,"@flcnhvy @WholeMarsBlog @Kristennetten @boringcompany @Tesla It’s still there, but focus is Vegas &amp; Prufrock, our new tunneling machine"
442,2020-10-14 08:54:25,@AstroJordy @Kristennetten @boringcompany @Tesla For sure
443,2020-10-14 08:54:16,@WholeMarsBlog @Kristennetten @boringcompany @Tesla Maybe a month or so. Some finishing touches need to be done on the stations.
444,2020-10-14 06:02:59,"@Kristennetten @boringcompany @Tesla We simplified this a lot. It’s basically just Teslas in tunnels at this point,… https://t.co/1xhs2AwXB9"
445,2020-10-14 05:59:13,@PlayOverwatch Sweet …
446,2020-10-14 05:51:38,@antonkanerva Yes. Everything is slow to a phased array antenna.
447,2020-10-14 05:46:58,@lexfridman Nice
448,2020-10-14 04:27:00,“What is love? Baby don’t hurt me.”— Winston Churchill
449,2020-10-13 17:27:18,@PlayOverwatch @twomad Or maybe 2 weak turrets to allow more strategic degrees of freedom
450,2020-10-13 17:23:37,@PlayOverwatch @twomad Please buff Torb’s turret!
451,2020-10-13 05:43:22,@twomad Um … yes
452,2020-10-13 05:42:23,@teslaownersSV I have Goosebumps 2 merch. Not sure how tbh.
453,2020-10-13 05:39:17,@teslaownersSV HG2G
454,2020-10-13 05:38:03,@teslaownersSV LotR
455,2020-10-13 05:36:46,🤘 The Illuminaughty 🤘
456,2020-10-13 05:00:55,@ChotiHaque @BillGates @DougStanhope @bobdylan @charltonbrooker @EricIdle @JimCarrey @JohnCleese @sapinker Knee deep
457,2020-10-13 03:09:50,"RT @SpaceX: This will be the first flight of the upgraded cargo version of Dragon, which is able to carry 50% more science payloads than th…"
458,2020-10-13 03:09:49,RT @SpaceX: The Dragon spacecraft supporting SpaceX’s 21st cargo resupply mission to the @space_station departed our Hawthorne factory last…
459,2020-10-13 03:09:13,@chipro Yeah
460,2020-10-13 00:04:08,@WR4NYGov At least success is in the set of all possible outcomes this time!
461,2020-10-13 00:02:17,"@bad_at_life @WholeMarsBlog Diess is doing his best to move in the right direction, but he’s in a tough position wi… https://t.co/tDF8U6Nd4C"
462,2020-10-12 23:58:32,@flcnhvy Good grief! SpaceX is getting zero money for this. Starship is designed to carry people &amp; cargo around Ear… https://t.co/v37QM1KycR
463,2020-10-12 21:23:59,"@Teslarati With FSD, we got stuck in a lot of local maximums, which wasn’t clear until we hit the ceiling. This time, it’s right."
464,2020-10-12 21:20:01,"@RationalEtienne @28delayslater Thank you, much more accurate haha"
465,2020-10-12 21:11:19,@28delayslater This graph appears to be upside down
466,2020-10-12 20:29:44,@Teslarati Sheer magnitude of the entire production system is hard to appreciate. Almost every element of productio… https://t.co/H8pS02oelK
467,2020-10-12 11:46:08,@TeslaClubIN @cleantechnica Will release order configurator probably in Jan
468,2020-10-12 11:31:44,"@cleantechnica Limited FSD beta releasing on Tuesday next week, as promised. This will, at first, be limited to a s… https://t.co/4QrYmB7iI0"
469,2020-10-12 11:20:41,"@shortword @jwangARK The SoC’s sync with each other 20 to 30 times/sec, exchanging output of NNs that should be in… https://t.co/9cBJMEaaVW"
470,2020-10-12 11:13:48,@jwangARK Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets… https://t.co/dFWLHXU7Ce
471,2020-10-12 11:06:24,"@jwangARK Accurate analysis. Quite a few 
ego/intelligence&gt;&gt;1 people in your comment thread haha. Neither MobilEye… https://t.co/FdliGoHK01"
472,2020-10-12 05:13:20,@PPathole @slashdot !
473,2020-10-12 05:13:00,@OhioTesla @JenDunlap_ @Tesla @CARandDRIVER @teslaownersSV @Teslarati @ElectrekCo Glad Jen is safe!
474,2020-10-12 03:52:01,@PPathole @slashdot Wow
475,2020-10-12 03:06:09,"@slashdot Uh ok, here we go …"
476,2020-10-12 02:26:22,@Teslarati I don’t think this is accurate
477,2020-10-12 02:05:46,"@Erdayastronaut @MariaBartiromo @POTUS @realDonaldTrump @JeffBezos @MorningsMaria @FoxBusiness Yeah, there are lite… https://t.co/gHoiSZ1V6r"
478,2020-10-12 02:00:14,"@Tesmanian_com Even if half that amount, it’s still a big deal!"
479,2020-10-12 00:46:23,@enn_nafnlaus @electricfuture5 🤣🤣
480,2020-10-12 00:45:54,@MariaBartiromo @POTUS @realDonaldTrump @JeffBezos @MorningsMaria @FoxBusiness I have seen no evidence of an advanc… https://t.co/hBTdTJYTtc
481,2020-10-12 00:25:07,@electricfuture5 We face a tough dichotomy of applying resources to the old architecture or applying them to the ne… https://t.co/6qGhblfRK8
482,2020-10-11 23:40:49,@flcnhvy Definitely
483,2020-10-11 23:39:32,"@enn_nafnlaus Exactly. He plays the “poor inventor” card, but was rich all along &amp; invented nothing (as far as I kn… https://t.co/205zz8AL33"
484,2020-10-11 23:33:57,@enn_nafnlaus There are sketchy edits to Tesla wiki that whitewash Eberhard’s problems/glorify his role. Pretty odd… https://t.co/PPSorKWdI8
485,2020-10-11 20:33:17,@enn_nafnlaus When Eberhard was fired from the Tesla CEO role in mid 2007 for providing false information to me &amp; t… https://t.co/8hJ3VlxZfP
486,2020-10-11 19:18:35,@Carrenimfa Interesting
487,2020-10-11 18:56:24,RT @CRAdvocacy: “The future of cars can and will be electric if the entire industry starts making and marketing compelling EVs for everyone…
488,2020-10-11 04:39:26,@Erdayastronaut @flcnhvy @PelleBrannvall @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang… https://t.co/XlBiDpmUuQ
489,2020-10-10 23:10:20,@teslaownersSV @Erdayastronaut Probably
490,2020-10-10 23:09:30,@Erdayastronaut I have that exact art on the wall of the place I stay in Boca Chica!
491,2020-10-10 22:50:18,"@RationalEtienne @toadmeister Yes, failure to protect nursing homes was a major mistake (happened in most countries… https://t.co/CMvdKMriSh"
492,2020-10-10 22:12:32,@toadmeister Sweden was right https://t.co/bzc2lFDjZQ
493,2020-10-10 21:42:44,@Erdayastronaut @PelleBrannvall @flcnhvy @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang… https://t.co/lGPVl7K1mI
494,2020-10-10 20:37:36,@Teslarati Great work by SpaceX valve engineering &amp; production!
495,2020-10-10 05:38:46,@Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX Our tiles are mechanically attached
496,2020-10-10 01:37:17,@flcnhvy @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX It m… https://t.co/wHXamj12IQ
497,2020-10-09 22:11:28,@Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX Tiles will be… https://t.co/XPnQrCXQNc
498,2020-10-09 20:38:19,"@ID_AA_Carmack Compilers need to improve imo. Most type, pointer (or other memory) problems can be detected at comp… https://t.co/n3rZP4uDI1"
499,2020-10-09 09:07:07,@RGVaerialphotos @SpaceX I’m proud to say that that nose is pointier than it needs to be haha
